,TIMESTAMP,RECORD,Temp_degC,EC_uScm,pH,DO_Sat,DO_mg,Turbidity_NTU,Chloraphylla_ugL
11763,2015-09-28 04:33:30,44715,21.75,42710,7.75,82.7,6.19,12.6,0.5
11764,2015-09-28 05:03:30,44716,21.76,44410,7.75,82.1,6.1,10.2,1.0
11765,2015-09-28 05:33:30,44717,21.82,35230,7.76,82.2,6.34,16.1,1.0
11766,2015-09-28 06:03:30,44718,21.78,44790,7.76,81.3,6.03,15.8,1.3
11767,2015-09-28 06:33:30,44719,21.96,45160,7.77,81.3,6.0,20.8,1.6
11768,2015-09-28 07:03:30,44720,22.16,45980,7.81,82.8,6.07,27.1,2.6
11769,2015-09-28 07:33:30,44721,22.07,46500,7.83,83.9,6.15,46.0,9.9
11770,2015-09-28 08:03:30,44722,22.01,47020,7.85,84.8,6.21,36.6,4.3
11771,2015-09-28 08:33:30,44723,22.11,47240,7.86,86.6,6.32,19.6,3.3
11772,2015-09-28 09:03:30,44724,22.21,47200,7.86,87.6,6.39,17.3,2.5
11773,2015-09-28 09:33:30,44725,22.22,47280,7.86,87.6,6.38,17.9,3.4
11774,2015-09-28 10:03:30,44726,22.43,47010,7.86,87.9,6.38,19.7,2.9
11775,2015-09-28 10:33:30,44727,22.6,46650,7.85,88.3,6.4,27.4,2.1
11776,2015-09-28 11:03:30,44728,22.66,46400,7.84,88.3,6.4,24.9,2.7
11777,2015-09-28 11:33:30,44729,22.65,46070,7.82,86.0,6.24,26.8,3.2
11778,2015-09-28 12:03:30,44730,22.67,45760,7.81,86.1,6.26,26.6,2.2
11779,2015-09-28 12:33:30,44731,22.64,45470,7.79,84.6,6.16,23.8,2.3
11780,2015-09-28 13:03:30,44732,22.76,45130,7.78,85.9,6.25,25.7,2.1
11781,2015-09-28 13:33:30,44733,22.86,44910,7.77,86.1,6.26,19.2,1.5
11782,2015-09-28 14:03:30,44734,22.95,44800,7.76,86.0,6.25,20.8,1.3
11783,2015-09-28 14:33:30,44735,23.03,44670,7.75,85.6,6.22,24.1,2.5
11784,2015-09-28 15:03:30,44736,22.91,44470,7.73,85.8,6.25,16.4,1.7
11785,2015-09-28 15:33:30,44737,22.91,44370,7.7,85.2,6.2,21.0,2.4
11786,2015-09-28 16:03:30,44738,22.91,44410,7.71,85.8,6.25,21.1,1.1
11787,2015-09-28 16:33:30,44739,22.98,44500,7.74,87.8,6.38,12.6,1.8
11788,2015-09-28 17:03:30,44740,22.93,40430,7.72,87.7,6.49,15.4,2.5
11789,2015-09-28 17:33:30,44741,22.84,44610,7.72,85.3,6.22,19.6,2.2
11790,2015-09-28 18:03:30,44742,22.79,44790,7.75,87.4,6.36,16.9,2.9
11791,2015-09-28 18:33:30,44743,22.82,45280,7.77,87.2,6.34,21.0,2.8
11792,2015-09-28 19:03:30,44744,22.66,45980,7.79,85.4,6.2,26.8,3.8
11793,2015-09-28 19:33:30,44745,22.59,46460,7.83,89.7,6.51,48.1,5.6
11794,2015-09-28 20:03:30,44746,22.53,46940,7.85,91.8,6.66,46.7,5.8
11795,2015-09-28 20:33:30,44747,22.45,47190,7.86,91.9,6.67,24.4,4.0
11796,2015-09-28 21:03:30,44748,22.4,47330,7.86,91.6,6.65,18.5,3.0
11797,2015-09-28 21:33:30,44749,22.37,47310,7.86,91.6,6.65,13.9,3.9
11798,2015-09-28 22:03:30,44750,22.37,47500,7.87,91.7,6.65,14.3,4.5
11799,2015-09-28 22:33:30,44751,22.4,46920,7.85,89.8,6.53,25.8,4.6
11800,2015-09-28 23:03:30,44752,22.39,46750,7.84,89.4,6.51,26.5,4.3
11801,2015-09-28 23:33:30,44753,22.41,46430,7.83,88.8,6.47,20.2,3.0
11802,2015-09-29 00:03:30,44754,22.43,39330,7.81,86.7,6.5,21.0,3.1
11803,2015-09-29 00:33:30,44755,22.43,45840,7.78,84.9,6.2,20.0,3.6
11804,2015-09-29 01:03:30,44756,22.4,45460,7.76,83.5,6.11,20.1,1.6
11805,2015-09-29 01:33:30,44757,22.36,45150,7.74,82.9,6.08,17.4,2.8
11806,2015-09-29 02:03:30,44758,22.29,44960,7.73,82.1,6.03,16.8,2.3
11807,2015-09-29 02:33:30,44759,22.26,42520,7.72,82.4,6.12,17.8,2.6
11808,2015-09-29 03:03:30,44760,22.21,44690,7.7,81.5,6.0,13.2,1.7
11809,2015-09-29 03:33:30,44761,22.14,44560,7.69,80.8,5.96,17.3,1.7
11810,2015-09-29 04:03:30,44762,22.12,44240,7.66,81.0,5.99,14.2,1.3
11811,2015-09-29 04:33:30,44763,22.09,39990,7.65,81.1,6.1,17.1,1.6
11812,2015-09-29 05:03:40,44764,22.04,44500,7.68,80.3,5.93,16.6,0.9
11813,2015-09-29 05:33:30,44765,22.04,43780,7.69,81.8,6.07,15.5,1.1
11814,2015-09-29 06:03:30,44766,22.13,44740,7.7,80.9,5.96,16.7,1.5
11815,2015-09-29 06:33:30,44767,22.17,44770,7.71,81.6,6.01,19.7,1.5
11816,2015-09-29 07:03:30,44768,22.24,44970,7.72,81.2,5.97,19.4,1.4
11817,2015-09-29 07:33:30,44769,22.47,45530,7.74,82.6,6.04,30.3,3.1
11818,2015-09-29 08:03:30,44770,22.43,46110,7.76,82.9,6.04,42.9,4.0
11819,2015-09-29 08:33:30,44771,22.27,46830,7.79,84.6,6.17,46.4,4.4
11820,2015-09-29 09:03:30,44772,22.35,47160,7.82,86.6,6.3,23.8,3.0
11821,2015-09-29 09:33:30,44773,22.3,47110,7.81,86.6,6.3,20.2,4.2
11822,2015-09-29 10:03:30,44774,22.34,47200,7.82,88.0,6.4,16.9,3.9
11823,2015-09-29 10:33:30,44775,22.39,47370,7.83,88.6,6.43,20.5,3.2
11824,2015-09-29 11:03:30,44776,22.59,46900,7.82,88.5,6.41,27.4,4.2
11825,2015-09-29 11:33:30,44777,22.81,46640,7.82,90.2,6.52,24.1,3.3
11826,2015-09-29 12:03:30,44778,22.85,46330,7.8,88.4,6.4,22.6,3.5
11827,2015-09-29 12:33:30,44779,22.92,46000,7.78,87.9,6.35,28.3,3.4
11828,2015-09-29 13:03:30,44780,23.03,45670,7.77,88.2,6.37,28.0,3.0
11829,2015-09-29 13:33:30,44781,23.08,45350,7.75,88.1,6.37,27.6,4.0
11830,2015-09-29 14:03:30,44782,23.2,45170,7.74,88.7,6.41,27.3,2.6
11831,2015-09-29 14:33:30,44783,23.17,45020,7.73,88.1,6.37,21.8,2.9
11832,2015-09-29 15:03:30,44784,23.16,44890,7.72,88.1,6.37,22.3,2.8
11833,2015-09-29 15:33:30,44785,23.23,44790,7.72,88.8,6.42,20.7,3.0
11834,2015-09-29 16:03:30,44786,23.19,44680,7.71,88.7,6.42,21.1,3.0
11835,2015-09-29 16:33:30,44787,23.21,44440,7.65,87.3,6.32,20.9,2.6
11836,2015-09-29 17:03:30,44788,23.16,44620,7.7,88.8,6.43,21.7,3.0
11837,2015-09-29 17:33:30,44789,23.07,44570,7.7,89.1,6.46,20.7,3.0
11838,2015-09-29 18:03:30,44790,23.04,44670,7.69,87.8,6.37,19.5,2.9
11839,2015-09-29 18:33:30,44791,23.05,44830,7.71,89.1,6.46,18.0,3.0
11840,2015-09-29 19:03:30,44792,23.03,45030,7.72,88.3,6.4,20.1,3.2
11841,2015-09-29 19:33:30,44793,23.01,45620,7.75,88.1,6.37,24.6,3.7
11842,2015-09-29 20:03:30,44794,22.86,46160,7.77,87.8,6.35,28.7,5.1
11843,2015-09-29 20:33:30,44795,22.67,42660,7.81,91.8,6.76,42.7,5.9
11844,2015-09-29 21:03:30,44796,22.57,46190,7.83,93.0,6.76,36.3,5.0
11845,2015-09-29 21:33:30,44797,22.48,47200,7.84,92.8,6.73,19.2,5.0
11846,2015-09-29 22:03:30,44798,22.45,47190,7.83,92.4,6.71,16.4,3.6
11847,2015-09-29 22:33:30,44799,22.49,47130,7.83,92.7,6.72,18.5,4.4
11848,2015-09-29 23:03:30,44800,22.49,46990,7.82,91.3,6.63,22.4,4.8
11849,2015-09-29 23:33:30,44801,22.5,46650,7.8,89.6,6.51,27.3,3.7
11850,2015-09-30 00:03:30,44802,22.51,46530,7.79,88.8,6.45,20.9,4.2
11851,2015-09-30 00:33:30,44803,22.59,46150,7.77,87.6,6.37,19.5,3.6
11852,2015-09-30 01:03:30,44804,22.63,45770,7.75,86.6,6.3,18.6,3.7
11853,2015-09-30 01:33:30,44805,22.61,45560,7.73,85.1,6.2,18.8,3.1
11854,2015-09-30 02:03:30,44806,22.54,45220,7.72,85.2,6.23,18.0,3.2
11855,2015-09-30 02:33:30,44807,22.48,43870,7.71,84.9,6.25,19.3,2.5
11856,2015-09-30 03:03:30,44808,22.4,44870,7.69,84.1,6.17,16.1,2.5
11857,2015-09-30 03:33:30,44809,22.34,44570,7.69,84.5,6.21,16.7,2.0
11858,2015-09-30 04:03:30,44810,22.31,25760,7.66,83.4,6.62,18.1,2.1
11859,2015-09-30 04:33:30,44811,22.26,44430,7.62,82.4,6.07,17.9,2.0
11860,2015-09-30 05:03:30,44812,22.23,27040,7.63,83.0,6.56,18.4,1.6
11861,2015-09-30 05:33:30,44813,22.16,44520,7.66,82.9,6.11,14.7,2.4
11862,2015-09-30 06:03:30,44814,22.12,613,7.66,83.7,7.29,17.4,2.1
11863,2015-09-30 06:33:30,44815,22.27,44670,7.67,83.7,6.16,15.3,1.8
11864,2015-09-30 07:03:30,44816,22.36,44780,7.68,83.2,6.1,16.5,1.4
11865,2015-09-30 07:33:30,44817,22.44,44890,7.68,83.7,6.14,18.3,1.8
11866,2015-09-30 08:03:30,44818,22.69,45200,7.7,85.1,6.2,20.1,2.8
11867,2015-09-30 08:33:30,44819,22.74,45910,7.73,85.2,6.18,29.3,4.5
11868,2015-09-30 09:03:30,44820,22.63,46270,7.75,85.2,6.19,44.6,4.7
11869,2015-09-30 09:33:30,44821,22.47,46940,7.78,87.2,6.33,31.6,4.8
11870,2015-09-30 10:03:30,44822,22.73,47220,7.82,93.4,6.74,18.2,3.5
11871,2015-09-30 10:33:30,44823,22.65,47040,7.8,90.5,6.55,16.1,3.6
11872,2015-09-30 11:03:30,44824,22.61,47190,7.81,90.8,6.57,16.8,3.9
11873,2015-09-30 11:33:30,44825,22.58,47140,7.8,90.6,6.56,19.2,3.5
11874,2015-09-30 12:03:30,44826,22.86,46760,7.8,92.3,6.66,27.8,3.3
11875,2015-09-30 12:33:30,44827,23.02,46510,7.79,92.6,6.67,25.4,3.8
11876,2015-09-30 13:03:30,44828,23.1,46200,7.77,91.6,6.6,27.4,4.7
11877,2015-09-30 13:33:30,44829,23.23,45910,7.76,91.8,6.6,26.0,4.4
11878,2015-09-30 14:03:30,44830,23.33,45690,7.75,92.0,6.61,25.6,3.9
11879,2015-09-30 14:33:30,44831,23.39,45370,7.74,92.7,6.66,24.1,3.9
11880,2015-09-30 15:03:30,44832,23.48,45200,7.73,93.4,6.71,22.5,3.5
11881,2015-09-30 15:33:30,44833,23.51,45070,7.73,93.4,6.71,22.4,4.1
11882,2015-09-30 16:03:30,44834,23.56,44920,7.72,93.6,6.73,21.5,3.6
11883,2015-09-30 16:33:30,44835,23.59,44870,7.72,94.0,6.75,23.6,3.8
11884,2015-09-30 17:03:30,44836,23.58,41670,7.67,93.0,6.77,23.1,4.0
11885,2015-09-30 17:33:30,44837,23.48,44730,7.7,93.4,6.72,18.4,4.2
11886,2015-09-30 18:03:30,44838,23.42,44810,7.71,93.1,6.71,17.3,3.6
11887,2015-09-30 18:33:30,44839,23.31,23710,7.67,92.8,7.29,20.2,3.6
11888,2015-09-30 19:03:30,44840,23.32,44920,7.69,92.0,6.63,18.5,4.4
11889,2015-09-30 19:33:30,44841,23.28,45030,7.71,92.5,6.68,18.9,3.5
11890,2015-09-30 20:03:30,44842,23.25,45330,7.72,92.6,6.67,20.8,3.6
11891,2015-09-30 20:33:30,44843,23.13,45890,7.75,92.0,6.63,23.5,5.3
11892,2015-09-30 21:03:30,44844,22.96,46250,7.76,91.3,6.59,26.0,5.5
11893,2015-09-30 21:33:30,44845,22.82,46640,7.79,93.3,6.74,30.6,5.7
11894,2015-09-30 22:03:30,44846,22.74,46810,7.8,93.4,6.75,20.4,5.1
11895,2015-09-30 22:33:30,44847,22.72,46790,7.79,92.6,6.7,15.3,4.8
11896,2015-09-30 23:03:30,44848,22.71,46900,7.8,93.5,6.76,16.6,5.1
11897,2015-09-30 23:33:30,44849,22.71,47010,7.81,93.3,6.75,16.8,5.1
11898,2015-10-01 00:03:30,44850,22.72,46620,7.78,91.5,6.62,22.2,5.5
11899,2015-10-01 00:33:30,44851,22.73,46380,7.77,91.1,6.6,24.5,4.5
11900,2015-10-01 01:03:30,44852,22.78,46240,7.76,90.1,6.53,19.7,5.6
11901,2015-10-01 01:33:30,44853,22.85,45750,7.74,89.6,6.5,17.5,3.7
11902,2015-10-01 02:03:30,44854,22.89,45660,7.72,88.8,6.43,18.7,4.1
11903,2015-10-01 02:33:30,44855,22.89,45420,7.71,88.0,6.38,18.1,4.2
11904,2015-10-01 03:03:30,44856,22.86,45180,7.69,88.1,6.4,16.8,3.8
11905,2015-10-01 03:33:30,44857,22.81,45070,7.68,87.4,6.36,15.9,2.7
11906,2015-10-01 04:03:30,44858,22.75,44900,7.67,86.8,6.32,15.5,3.2
11907,2015-10-01 04:33:30,44859,22.72,23120,7.64,86.6,6.89,16.6,2.3
11908,2015-10-01 05:03:30,44860,22.68,44620,7.62,85.5,6.25,16.7,2.3
11909,2015-10-01 05:33:30,44861,22.64,44570,7.6,84.5,6.18,16.5,2.6
11910,2015-10-01 06:03:30,44862,22.6,44700,7.64,85.7,6.27,15.7,2.1
11911,2015-10-01 06:33:30,44863,22.64,44770,7.64,85.5,6.25,19.7,3.2
11912,2015-10-01 07:03:30,44864,22.74,44840,7.65,86.4,6.3,15.7,2.6
11913,2015-10-01 07:33:30,44865,22.8,44960,7.65,85.5,6.22,20.2,2.9
11914,2015-10-01 08:03:30,44866,22.89,45000,7.67,87.9,6.39,17.0,2.9
11915,2015-10-01 08:33:30,44867,23.1,45120,7.68,88.9,6.43,16.6,3.1
11916,2015-10-01 09:03:30,44868,23.36,45460,7.71,90.3,6.49,19.2,3.7
11917,2015-10-01 09:33:30,44869,23.5,45960,7.74,91.9,6.58,16.8,3.5
11918,2015-10-01 10:03:30,44870,23.17,46430,7.75,91.2,6.55,25.6,4.5
11919,2015-10-01 10:33:30,44871,23.08,46840,7.77,92.4,6.64,22.6,4.1
11920,2015-10-01 11:03:30,44872,23.36,46820,7.78,95.3,6.82,16.7,3.9
11921,2015-10-01 11:33:30,44873,23.2,46840,7.79,95.5,6.85,17.4,4.8
11922,2015-10-01 12:03:30,44874,23.01,47140,7.79,94.1,6.76,17.1,4.0
11923,2015-10-01 12:33:30,44875,23.27,46820,7.8,96.8,6.94,20.4,5.2
11924,2015-10-01 13:03:30,44876,23.52,46540,7.8,99.1,7.08,26.1,5.4
11925,2015-10-01 13:33:30,44877,23.6,46360,7.79,99.0,7.07,23.1,4.7
11926,2015-10-01 14:03:30,44878,23.69,46210,7.79,100.0,7.13,23.1,5.7
11927,2015-10-01 14:33:30,44879,23.82,45980,7.79,100.6,7.16,22.5,5.6
11928,2015-10-01 15:03:30,44880,23.86,45780,7.78,100.9,7.19,20.9,5.8
11929,2015-10-01 15:33:30,44881,23.89,45560,7.77,100.7,7.17,21.6,5.4
11930,2015-10-01 16:03:30,44882,23.9,45370,7.75,100.6,7.17,22.9,5.0
11931,2015-10-01 16:33:30,44883,23.91,45180,7.74,100.2,7.14,20.3,5.6
11932,2015-10-01 17:03:30,44884,23.92,45040,7.74,100.0,7.14,20.6,5.7
11933,2015-10-01 17:33:30,44885,23.89,44950,7.72,99.5,7.1,19.1,4.9
11934,2015-10-01 18:03:30,44886,23.86,44800,7.69,98.2,7.02,18.1,4.8
11935,2015-10-01 18:33:30,44887,23.82,27170,7.72,98.8,7.59,18.1,5.3
11936,2015-10-01 19:03:30,44888,23.54,44770,7.7,97.9,7.04,14.4,4.0
11937,2015-10-01 19:33:30,44889,23.72,45020,7.72,98.1,7.02,17.7,4.6
11938,2015-10-01 20:03:30,44890,23.66,45170,7.72,97.5,6.98,15.8,4.8
11939,2015-10-01 20:33:30,44891,23.62,45280,7.73,97.3,6.97,16.6,5.4
11940,2015-10-01 21:03:30,44892,23.59,45360,7.73,97.1,6.95,16.1,4.8
11941,2015-10-01 21:33:30,44893,23.68,35910,7.75,97.5,7.25,11.8,4.7
11942,2015-10-01 22:03:30,44894,23.56,45980,7.75,96.0,6.86,10.9,4.5
11943,2015-10-01 22:33:30,44895,23.36,46380,7.75,94.7,6.79,16.5,4.7
11944,2015-10-01 23:03:30,44896,23.27,46230,7.74,93.7,6.73,11.4,4.8
11945,2015-10-01 23:33:30,44897,23.22,46560,7.76,93.6,6.72,13.7,5.7
11946,2015-10-02 00:03:30,44898,23.15,46670,7.76,93.4,6.71,13.1,5.8
11947,2015-10-02 00:33:30,44899,23.14,46660,7.76,93.2,6.7,15.3,5.5
11948,2015-10-02 01:03:30,44900,23.15,46430,7.75,92.8,6.67,13.6,5.3
11949,2015-10-02 01:33:30,44901,23.17,46180,7.73,92.8,6.68,16.1,4.7
11950,2015-10-02 02:03:30,44902,23.19,45430,7.74,92.8,6.69,13.8,5.0
11951,2015-10-02 02:33:30,44903,23.24,43830,7.73,93.4,6.78,11.2,4.7
11952,2015-10-02 03:03:30,44904,23.25,41600,7.72,93.2,6.82,14.2,5.5
11953,2015-10-02 03:33:30,44905,23.23,45440,7.71,92.4,6.66,35.7,5.2
11954,2015-10-02 04:03:30,44906,23.2,45270,7.7,91.9,6.63,13.7,5.4
11955,2015-10-02 04:33:30,44907,23.16,45080,7.69,91.4,6.6,13.8,5.3
11956,2015-10-02 05:03:30,44908,23.1,45060,7.67,90.0,6.51,13.7,4.0
11957,2015-10-02 05:33:30,44909,23.04,44860,7.64,89.1,6.46,14.6,4.4
11958,2015-10-02 06:03:30,44910,23.03,25660,7.61,88.8,6.95,21.8,3.2
11959,2015-10-02 06:33:30,44911,23.02,44810,7.63,88.7,6.43,19.2,3.3
11960,2015-10-02 07:03:30,44912,23.05,44850,7.66,90.4,6.55,11.8,3.5
11961,2015-10-02 07:33:30,44913,23.09,44910,7.67,91.6,6.64,11.0,3.9
11962,2015-10-02 08:03:30,44914,23.26,45030,7.68,91.7,6.62,20.5,3.4
11963,2015-10-02 08:33:30,44915,23.42,45200,7.68,91.6,6.59,16.7,3.6
11964,2015-10-02 09:03:30,44916,23.48,45300,7.7,94.1,6.76,19.3,6.0
11965,2015-10-02 09:33:30,44917,23.63,45430,7.71,95.5,6.83,18.4,3.8
11966,2015-10-02 10:03:30,44918,23.76,45730,7.73,97.6,6.96,20.5,5.5
11967,2015-10-02 10:33:30,44919,23.78,46250,7.76,97.5,6.94,35.4,4.4
11968,2015-10-02 11:03:30,44920,23.72,46470,7.78,98.4,7.0,19.2,4.4
11969,2015-10-02 11:33:30,44921,23.79,46580,7.8,100.9,7.17,22.7,4.7
11970,2015-10-02 12:03:30,44922,23.68,46640,7.79,100.0,7.12,19.2,5.0
11971,2015-10-02 12:33:30,44923,23.66,46730,7.81,102.3,7.28,27.1,6.4
11972,2015-10-02 13:03:30,44924,23.91,46760,7.84,107.6,7.62,17.2,5.9
11973,2015-10-02 13:33:30,44925,23.77,46660,7.81,102.9,7.31,49.2,4.7
11974,2015-10-02 14:03:30,44926,24.07,46490,7.83,107.7,7.62,21.8,6.1
11975,2015-10-02 14:33:30,44927,24.09,46380,7.81,106.4,7.53,21.9,6.6
11976,2015-10-02 15:03:30,44928,24.04,46280,7.8,105.2,7.45,23.8,7.3
11977,2015-10-02 15:33:30,44929,24.09,46140,7.8,106.0,7.5,21.4,6.1
11978,2015-10-02 16:03:30,44930,24.15,46000,7.81,107.5,7.61,22.6,6.6
11979,2015-10-02 16:33:30,44931,24.16,45730,7.8,107.1,7.59,34.9,6.5
11980,2015-10-02 17:03:30,44932,24.14,45620,7.79,106.2,7.53,22.9,6.0
11981,2015-10-02 17:33:30,44933,24.09,45430,7.77,105.6,7.5,19.0,6.3
11982,2015-10-02 18:03:30,44934,24.01,24370,7.75,104.4,8.08,22.8,6.0
11983,2015-10-02 18:33:30,44935,24.0,45140,7.72,103.0,7.34,21.8,5.7
11984,2015-10-02 19:03:30,44936,23.92,45250,7.74,103.7,7.39,14.7,5.7
11985,2015-10-02 19:33:30,44937,23.91,23580,7.77,104.5,8.12,18.3,5.3
11986,2015-10-02 20:03:30,44938,23.84,23510,7.78,104.1,8.1,13.2,5.0
11987,2015-10-02 20:33:30,44939,23.85,45440,7.77,103.7,7.39,18.6,6.0
11988,2015-10-02 21:03:30,44940,23.79,24390,7.76,102.4,7.95,11.7,6.0
11989,2015-10-02 21:33:30,44941,23.77,45700,7.76,102.5,7.31,13.8,5.5
11990,2015-10-02 22:03:30,44942,23.77,45850,7.78,102.5,7.31,12.8,6.0
11991,2015-10-02 22:33:30,44943,23.67,45880,7.78,102.5,7.32,10.4,4.8
11992,2015-10-02 23:03:30,44944,23.66,46120,7.77,100.3,7.16,12.6,5.6
11993,2015-10-02 23:33:30,44945,23.62,26810,7.77,99.4,7.67,11.8,4.8
11994,2015-10-03 00:03:30,44946,23.47,46270,7.77,98.1,7.02,10.3,4.4
11995,2015-10-03 00:33:30,44947,23.48,24390,7.77,97.6,7.62,22.2,5.8
11996,2015-10-03 01:03:30,44948,23.39,27150,7.77,96.9,7.5,13.2,5.7
11997,2015-10-03 01:33:30,44949,23.33,46630,7.77,96.1,6.88,12.2,5.8
11998,2015-10-03 02:03:30,44950,23.27,46430,7.76,96.0,6.89,13.0,5.0
11999,2015-10-03 02:33:30,44951,23.27,46330,7.76,96.4,6.92,11.5,5.4
12000,2015-10-03 03:03:30,44952,23.3,46240,7.76,96.5,6.93,11.0,5.0
12001,2015-10-03 03:33:30,44953,23.31,46140,7.76,96.7,6.94,11.7,5.9
12002,2015-10-03 04:03:30,44954,23.33,31460,7.75,97.1,7.4,12.0,6.0
12003,2015-10-03 04:33:30,44955,23.3,45790,7.75,96.7,6.95,25.7,5.3
12004,2015-10-03 05:03:30,44956,23.25,45620,7.73,96.0,6.92,12.9,4.8
12005,2015-10-03 05:33:30,44957,23.21,27150,7.72,95.6,7.42,16.5,5.2
12006,2015-10-03 06:03:30,44958,23.18,45230,7.69,94.0,6.79,22.7,3.1
12007,2015-10-03 06:33:30,44959,23.21,45100,7.67,93.4,6.75,16.8,3.8
12008,2015-10-03 07:03:30,44960,23.22,44140,7.64,93.1,6.75,15.6,4.5
12009,2015-10-03 07:33:30,44961,23.21,45110,7.7,96.0,6.93,11.0,4.1
12010,2015-10-03 08:03:30,44962,23.36,45170,7.73,98.5,7.09,13.0,4.5
12011,2015-10-03 08:33:30,44963,23.51,45230,7.74,99.9,7.17,23.6,4.0
12012,2015-10-03 09:03:30,44964,23.58,45400,7.73,98.8,7.08,16.8,5.0
12013,2015-10-03 09:33:30,44965,23.82,45490,7.74,101.3,7.23,18.0,4.7
12014,2015-10-03 10:03:30,44966,23.8,45580,7.78,104.5,7.45,16.1,4.4
12015,2015-10-03 10:33:30,44967,23.76,45800,7.78,104.1,7.43,16.8,4.5
12016,2015-10-03 11:03:30,44968,24.07,46140,7.8,106.2,7.52,21.9,4.9
12017,2015-10-03 11:33:30,44969,24.18,46370,7.81,106.7,7.54,18.2,4.2
12018,2015-10-03 12:03:30,44970,24.04,46490,7.8,104.7,7.41,31.0,4.4
12019,2015-10-03 12:33:30,44971,24.16,46560,7.82,106.0,7.48,18.1,5.8
12020,2015-10-03 13:03:30,44972,24.04,46620,7.81,105.1,7.43,15.3,5.1
12021,2015-10-03 13:33:30,44973,23.95,46750,7.81,104.5,7.4,28.8,5.8
12022,2015-10-03 14:03:30,44974,24.16,46780,7.87,112.9,7.96,22.5,5.6
12023,2015-10-03 14:33:30,44975,24.06,46720,7.84,108.6,7.68,19.3,5.8
12024,2015-10-03 15:03:30,44976,24.19,46580,7.85,110.7,7.81,19.3,5.5
12025,2015-10-03 15:33:30,44977,24.21,46530,7.85,110.7,7.81,20.5,5.9
12026,2015-10-03 16:03:30,44978,24.15,46480,7.83,108.6,7.67,18.2,5.5
12027,2015-10-03 16:33:30,44979,24.11,46360,7.83,108.6,7.68,15.2,5.9
12028,2015-10-03 17:03:30,44980,24.09,46250,7.83,108.5,7.68,18.2,5.6
12029,2015-10-03 17:33:30,44981,24.03,46140,7.82,107.9,7.65,20.5,5.2
12030,2015-10-03 18:03:30,44982,23.99,46010,7.81,107.5,7.63,17.4,5.9
12031,2015-10-03 18:33:30,44983,23.96,45840,7.8,106.4,7.56,16.5,5.7
12032,2015-10-03 19:03:30,44984,23.93,45660,7.77,105.0,7.47,19.9,5.6
12033,2015-10-03 19:33:30,44985,23.93,45620,7.74,104.5,7.44,18.2,3.9
12034,2015-10-03 20:03:30,44986,23.81,45670,7.79,105.1,7.5,11.1,5.9
12035,2015-10-03 20:33:30,44987,23.78,45650,7.81,105.4,7.52,10.1,4.6
12036,2015-10-03 21:03:30,44988,23.73,45560,7.81,104.7,7.48,13.9,3.1
12037,2015-10-03 21:33:30,44989,23.68,45820,7.8,103.8,7.41,11.7,4.8
12038,2015-10-03 22:03:30,44990,23.73,45940,7.79,103.0,7.34,63.0,5.0
12039,2015-10-03 22:33:30,44991,23.69,46030,7.78,102.7,7.33,11.4,4.2
12040,2015-10-03 23:03:30,44992,23.68,46100,7.8,103.5,7.38,9.2,4.7
12041,2015-10-03 23:33:30,44993,23.69,46200,7.79,102.0,7.27,11.6,5.3
12042,2015-10-04 00:03:30,44994,23.62,46290,7.79,102.0,7.28,14.0,4.8
12043,2015-10-04 00:33:30,44995,23.56,46310,7.78,101.0,7.21,13.0,5.3
12044,2015-10-04 01:03:30,44996,23.44,46330,7.77,99.1,7.09,15.6,5.7
12045,2015-10-04 01:33:30,44997,23.51,46090,7.78,99.5,7.12,13.7,4.4
12046,2015-10-04 02:03:30,44998,23.51,46440,7.78,99.1,7.08,16.7,5.1
12047,2015-10-04 02:33:30,44999,23.47,46490,7.79,99.7,7.12,7.8,4.5
12048,2015-10-04 03:03:30,45000,23.48,46570,7.77,97.6,6.98,10.6,4.9
12049,2015-10-04 03:33:30,45001,23.4,46450,7.76,97.2,6.96,29.0,5.1
12050,2015-10-04 04:03:30,45002,23.32,46420,7.76,96.8,6.94,19.0,3.7
12051,2015-10-04 04:33:30,45003,23.32,46140,7.77,97.5,7.0,16.2,5.6
12052,2015-10-04 05:03:30,45004,23.31,46080,7.76,97.1,6.97,15.7,4.3
12053,2015-10-04 05:33:30,45005,23.28,44970,7.76,97.3,7.02,14.9,5.1
12054,2015-10-04 06:03:30,45006,23.25,45820,7.75,96.4,6.94,13.1,4.4
12055,2015-10-04 06:33:30,45007,23.27,45240,7.71,95.8,6.91,14.4,4.1
12056,2015-10-04 07:03:30,45008,23.26,45620,7.7,95.1,6.85,58.2,3.9
12057,2015-10-04 07:33:30,45009,23.28,45550,7.69,95.0,6.84,12.1,3.8
12058,2015-10-04 08:03:30,45010,23.34,45470,7.72,97.4,7.01,10.5,3.8
12059,2015-10-04 08:33:30,45011,23.6,45530,7.75,99.9,7.15,15.1,2.5
12060,2015-10-04 09:03:30,45012,23.69,45580,7.77,101.6,7.26,15.2,3.4
12061,2015-10-04 09:33:30,45013,23.92,45540,7.76,102.6,7.31,14.1,2.8
12062,2015-10-04 10:03:30,45014,24.0,45680,7.76,102.3,7.27,10.3,2.5
12063,2015-10-04 10:33:30,45015,24.12,45690,7.78,105.6,7.49,9.9,3.0
12064,2015-10-04 11:03:30,45016,24.23,45810,7.8,106.4,7.53,8.3,2.0
